assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoformpanther_family	date	annotation_extension_class	taxon
CollecTF	UniProtKB:Q9A724	lexA	PMID:18083815		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:190650
CollecTF	UniProtKB:Q9A724	lexA	PMID:18083815		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:190650
CollecTF	UniProtKB:Q9A724	lexA	PMID:21685367		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:190650
CollecTF	UniProtKB:I6L8Z5	covR	PMID:17616585		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:210007
CollecTF	UniProtKB:I6L8Z5	covR	PMID:17616585		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_004350.2		20170328		NCBITaxon:210007
CollecTF	UniProtKB:I6L8Z5	covR	PMID:19170889		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_007432.1		20170328		NCBITaxon:210007
CollecTF	UniProtKB:I6L8Z5	covR	PMID:17616585		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:210007
CollecTF	UniProtKB:I6L8Z5	covR	PMID:19170889		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:210007
CollecTF	UniProtKB:I6L8Z5	covR	PMID:19170889		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:210007
UniProt	UniProtKB:Q0D3I7	WOX11	PMID:26307379		GO:0003700	DNA-binding transcription factor activity	IDA			20220923		NCBITaxon:39947
UniProt	UniProtKB:A1B8Z4	bhcR	PMID:31723261		GO:0006355	regulation of DNA-templated transcription	IDA			20191202		NCBITaxon:318586
CollecTF	UniProtKB:Q88E47	hmgA	PMID:15262943		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88E47	hmgA	PMID:15262943		GO:0045892	negative regulation of DNA-templated transcription	IDA			20170328		NCBITaxon:160488
UniProt	UniProtKB:P96856	kstR	PMID:17635188		GO:0006355	regulation of DNA-templated transcription	IMP			20110915		NCBITaxon:83332
UniProt	UniProtKB:Q9RKY0	rbpA	PMID:23605043		GO:0045893	positive regulation of DNA-templated transcription	IDA			20130718		NCBITaxon:100226
CollecTF	UniProtKB:Q9KNW6	VC_2614	PMID:24215877		GO:0045893	positive regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:243277
AgBase	UniProtKB:B5X3E8	STAT1	PMID:25379383		GO:0051091	positive regulation of DNA-binding transcription factor activity	IMP			20160315		NCBITaxon:8030
CollecTF	UniProtKB:Q88P32	hexR	PMID:19506074		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
CACAO	UniProtKB:P29485	tcpP	PMID:9435261		GO:0045893	positive regulation of DNA-templated transcription	IGI	UniProtKB:A5F398		20111009		NCBITaxon:243277
CACAO	UniProtKB:Q2END6	UL4	PMID:21324502		GO:0045892	negative regulation of DNA-templated transcription	IDA			20130413		NCBITaxon:10326
CollecTF	UniProtKB:Q88CY1	glnG	PMID:19648236		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88CY1	glnG	PMID:20735780		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88CY1	glnG	PMID:20735780		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88CY1	glnG	PMID:20735780		GO:0045892	negative regulation of DNA-templated transcription	IDA			20170328		NCBITaxon:160488
AspGD	UniProtKB:Q5BGE3	ANIA_00387	PMID:18495868		GO:0000122	negative regulation of transcription by RNA polymerase II	IMP			20110615		NCBITaxon:227321
AspGD	UniProtKB:Q9HEV3	areB	PMID:19628561		GO:0003700	DNA-binding transcription factor activity	IMP			20100121		NCBITaxon:162425
AspGD	UniProtKB:Q9HEV3	areB	PMID:19628561		GO:0000122	negative regulation of transcription by RNA polymerase II	IMP			20110615		NCBITaxon:162425
CAFA	UniProtKB:O66683	flgM	PMID:20298817		GO:0016989	sigma factor antagonist activity	IDA			20210416	UniProtKB:O67268	NCBITaxon:224324
CACAO	UniProtKB:Q8DST7	clpP	PMID:12399506		GO:0045892	negative regulation of DNA-templated transcription	IMP			20131110		NCBITaxon:210007
UniProt	UniProtKB:P88946	P88946	PMID:10733899		GO:0045892	negative regulation of DNA-templated transcription	IDA			20060512		NCBITaxon:435895
CollecTF	UniProtKB:Q4KFB4	psrA	PMID:20048056		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:220664
CollecTF	UniProtKB:Q4KFB4	psrA	PMID:23209661		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:220664
CollecTF	UniProtKB:Q4KFB4	psrA	PMID:23209661		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:220664
CACAO	UniProtKB:Q8DS93	comE	PMID:17526837		GO:0045892	negative regulation of DNA-templated transcription	IMP			20140403		NCBITaxon:210007
UniProt	UniProtKB:P14894	P14894	PMID:15935326		GO:0045892	negative regulation of DNA-templated transcription	IDA			20060425		NCBITaxon:3824
CACAO	UniProtKB:Q8DS13	ctsR	PMID:12399506		GO:0045892	negative regulation of DNA-templated transcription	IMP			20131110		NCBITaxon:210007
CollecTF	UniProtKB:D3UIX2	nikR	PMID:19894125		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:679897
CollecTF	UniProtKB:D3UIX2	nikR	PMID:19894125		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:679897
CollecTF	UniProtKB:D3UIX2	nikR	PMID:19894125		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:679897
CollecTF	UniProtKB:D3UIX2	nikR	PMID:19894125		GO:0045893	positive regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:679897
CollecTF	UniProtKB:Q9PFB1	bigR	PMID:17586627		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:160492
CollecTF	UniProtKB:Q9PFB1	bigR	PMID:17586627		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_002488.3		20170328		NCBITaxon:160492
UniProt	UniProtKB:Q6ZIK5	GRF4	PMID:24532604		GO:0045893	positive regulation of DNA-templated transcription	IDA			20181121		NCBITaxon:39947
CollecTF	UniProtKB:Q6MHM9	lexA	PMID:16030231		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_005363.1		20170328		NCBITaxon:264462
CollecTF	UniProtKB:Q6MHM9	lexA	PMID:16030231		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:264462
CollecTF	UniProtKB:Q6MHM9	lexA	PMID:16030231		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:264462
CollecTF	UniProtKB:Q9PDH1	XF_1408	PMID:17985115		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:160492
CollecTF	UniProtKB:Q9PDH1	XF_1408	PMID:20799976		GO:0045893	positive regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:160492
UniProt	UniProtKB:Q7X8R0	EAT1	PMID:23385589		GO:0006355	regulation of DNA-templated transcription	IDA			20161118		NCBITaxon:39947
CollecTF	UniProtKB:P37736	fur	PMID:16515846		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:882102
MTBBASE	UniProtKB:P9WF25	relJ	PMID:19114484		GO:0006355	regulation of DNA-templated transcription	IDA			20110724		NCBITaxon:83332
CACAO	UniProtKB:Q00171	areA	PMID:16467464		GO:0045893	positive regulation of DNA-templated transcription	IMP			20130414		NCBITaxon:162425
MTBBASE	UniProtKB:P9WF09	relK	PMID:19114484		GO:0045892	negative regulation of DNA-templated transcription	IDA			20110724		NCBITaxon:83332
UniProt	UniProtKB:Q945P0	FHA1	PMID:23192389		GO:0006355	regulation of DNA-templated transcription	IDA			20150612		NCBITaxon:4097
CAFA	UniProtKB:D5G8D7	GSTUM_00004767001	PMID:21058951		GO:0003700	DNA-binding transcription factor activity	IDA			20180712		NCBITaxon:656061
AgBase	UniProtKB:X2KN52	X2KN52	PMID:25379383		GO:0051091	positive regulation of DNA-binding transcription factor activity	IMP			20160315		NCBITaxon:8030
UniProt	UniProtKB:Q53JF7	ASR5	PMID:22676236		GO:0006355	regulation of DNA-templated transcription	IDA			20180504		NCBITaxon:39947
CACAO	UniProtKB:P95429	exsD	PMID:23279839		GO:0045892	negative regulation of DNA-templated transcription	IDA			20140406		NCBITaxon:287
PseudoCAP	UniProtKB:P95425	pvdS	PMID:10692351		GO:0016987	sigma factor activity	IDA			20190311		NCBITaxon:287
PseudoCAP	UniProtKB:P95425	pvdS	PMID:10873648		GO:0016987	sigma factor activity	IDA			20190311		NCBITaxon:287
PseudoCAP	UniProtKB:P95425	pvdS	PMID:7751284		GO:0006355	regulation of DNA-templated transcription	IMP			20190311		NCBITaxon:287
CollecTF	UniProtKB:B6EHL8	fur	PMID:20437149		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:316275
CollecTF	UniProtKB:A4FBF9	SACE_2077	PMID:18685110		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_009142.1		20170328		NCBITaxon:405948
CollecTF	UniProtKB:A4FBF9	SACE_2077	PMID:18685110		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:405948
CollecTF	UniProtKB:Q8Z1P4	pmrA	PMID:23690578		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_016856.1		20170328		NCBITaxon:90370
CollecTF	UniProtKB:Q8Z1P4	pmrA	PMID:23690578		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:90370
CollecTF	UniProtKB:A0A087I6S4	CRN52_15555	PMID:19320834		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_004460.2		20170328		NCBITaxon:672
AgBase	UniProtKB:Q80IW5	L-meq	PMID:17622612		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA			20080915		NCBITaxon:10390
AgBase	UniProtKB:Q80IW5	L-meq	PMID:17622612		GO:2000144	positive regulation of DNA-templated transcription initiation	IDA			20170303		NCBITaxon:10390
AgBase	UniProtKB:Q80IW4	d-meq	PMID:17622612		GO:2000143	negative regulation of DNA-templated transcription initiation	IDA			20170303	UniProtKB:Q80IW5|UniProtKB:Q6USD0|UniProtKB:Q9DGW5	NCBITaxon:10390
AspGD	UniProtKB:P10069	brlA	PMID:8417986		GO:0003700	DNA-binding transcription factor activity	IDA			20091013		NCBITaxon:227321
AspGD	UniProtKB:P10069	brlA	PMID:8417986		GO:0006357	regulation of transcription by RNA polymerase II	IDA			20091013		NCBITaxon:227321
AspGD	UniProtKB:P10069	brlA	PMID:2823119		GO:0006357	regulation of transcription by RNA polymerase II	IMP			20090409		NCBITaxon:227321
AspGD	UniProtKB:P10069	brlA	PMID:2655931		GO:0006357	regulation of transcription by RNA polymerase II	IMP			20100112		NCBITaxon:227321
AspGD	UniProtKB:P10069	brlA	PMID:3293800		GO:0006357	regulation of transcription by RNA polymerase II	IMP			20090408		NCBITaxon:227321
UniProt	UniProtKB:A0A0H3MDW1	chxR	PMID:21775428		GO:0003700	DNA-binding transcription factor activity	IDA			20150715		NCBITaxon:471472
UniProt	UniProtKB:A0A0H3MDW1	chxR	PMID:21057008		GO:0003700	DNA-binding transcription factor activity	IDA			20150715		NCBITaxon:471472
UniProt	UniProtKB:A0A0H3MDW1	chxR	PMID:24646934		GO:0003700	DNA-binding transcription factor activity	IDA			20150715		NCBITaxon:471472
UniProt	UniProtKB:A0A0H3MDW1	chxR	PMID:21057008		GO:0045893	positive regulation of DNA-templated transcription	IDA			20150715		NCBITaxon:471472
UniProt	UniProtKB:A0A0H3MDW1	chxR	PMID:21775428		GO:0045893	positive regulation of DNA-templated transcription	IDA			20150715		NCBITaxon:471472
UniProt	UniProtKB:A0A0H3MDW1	chxR	PMID:24646934		GO:0045893	positive regulation of DNA-templated transcription	IDA			20150715		NCBITaxon:471472
MTBBASE	UniProtKB:P9WJA7	higA1	PMID:20585061		GO:0045892	negative regulation of DNA-templated transcription	IDA			20120701		NCBITaxon:83332
MTBBASE	UniProtKB:P9WI65	pknK	PMID:19251699		GO:0051090	regulation of DNA-binding transcription factor activity	IDA			20100527		NCBITaxon:83332
UniProt	UniProtKB:Q8RZ35	ABI5	PMID:17604002		GO:0003700	DNA-binding transcription factor activity	IDA			20180413		NCBITaxon:39947
UniProt	UniProtKB:Q8RZ35	ABI5	PMID:17604002		GO:0006355	regulation of DNA-templated transcription	IDA			20180413		NCBITaxon:39947
GR	UniProtKB:Q8RZ35	ABI5	PMID:18236009		GO:0003700	DNA-binding transcription factor activity	IDA			20080208		NCBITaxon:39947
GR	UniProtKB:Q8RZ35	ABI5	PMID:18236009		GO:0006355	regulation of DNA-templated transcription	IDA			20060831		NCBITaxon:39947
MTBBASE	UniProtKB:P9WJ67	rslA	PMID:16199577		GO:0016989	sigma factor antagonist activity	IDA			20100410		NCBITaxon:83332
MTBBASE	UniProtKB:P9WJ67	rslA	PMID:16552079		GO:0016989	sigma factor antagonist activity	IDA			20120701		NCBITaxon:83332
AspGD	UniProtKB:P08157	aldA	PMID:11102439		GO:0045991	carbon catabolite activation of transcription	IMP			20091005		NCBITaxon:227321
CACAO	UniProtKB:P30663	nifL	PMID:8700899		GO:0006355	regulation of DNA-templated transcription	IDA			20111105		NCBITaxon:354
CollecTF	UniProtKB:Q9Z8Z1	argR	PMID:16428395		GO:0045892	negative regulation of DNA-templated transcription	IDA			20170328		NCBITaxon:83558
MTBBASE	UniProtKB:P9WIH9	mazF3	PMID:20705052		GO:0045892	negative regulation of DNA-templated transcription	IDA			20120701		NCBITaxon:83332
CollecTF	UniProtKB:O85175	argR	PMID:21115700		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:196627
CollecTF	UniProtKB:O85175	argR	PMID:21115700		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:196627
MTBBASE	UniProtKB:P9WMC1	ethR	PMID:14651620		GO:0045892	negative regulation of DNA-templated transcription	IDA			20100415		NCBITaxon:83332
UniProt	UniProtKB:P9WMC1	ethR	PMID:10869356		GO:0045892	negative regulation of DNA-templated transcription	IMP			20170222		NCBITaxon:83332
AgBase	UniProtKB:Q6RKQ3	nr3c1	PMID:26108487		GO:0098531	ligand-activated transcription factor activity	IDA			20160222		NCBITaxon:8022
CACAO	UniProtKB:Q8DVD0	clpE	PMID:12399506		GO:0045892	negative regulation of DNA-templated transcription	IMP			20131110		NCBITaxon:210007
CollecTF	UniProtKB:Q8E7C5	gbs0230	PMID:16988238		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:211110
CollecTF	UniProtKB:Q8E7C5	gbs0230	PMID:16988238		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:211110
CollecTF	UniProtKB:Q8E7C5	gbs0230	PMID:16988238		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:211110
CollecTF	UniProtKB:P9WN85	zur	PMID:17098899		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_000962.3		20170328		NCBITaxon:83332
CollecTF	UniProtKB:P9WN85	zur	PMID:17098899		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:83332
MTBBASE	UniProtKB:P9WN85	zur	PMID:17098899		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100623		NCBITaxon:83332
UniProt	UniProtKB:Q0DAJ3	WRKY28	PMID:23462973		GO:0045892	negative regulation of DNA-templated transcription	IDA			20160526		NCBITaxon:39947
CollecTF	UniProtKB:Q9AIU0	ttgR	PMID:14506010		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_018220.1		20170328		NCBITaxon:1196325
CollecTF	UniProtKB:Q9AIU0	ttgR	PMID:17498746		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:1196325
CollecTF	UniProtKB:Q9AIU0	ttgR	PMID:17498746		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_018220.1		20170328		NCBITaxon:1196325
CollecTF	UniProtKB:Q8DU28	ciaR	PMID:20639331		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_004350.2		20170328		NCBITaxon:210007
CollecTF	UniProtKB:Q8DU28	ciaR	PMID:20639331		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:210007
CACAO	UniProtKB:P08874	abrB	PMID:18978066		GO:0045892	negative regulation of DNA-templated transcription	IDA			20180331		NCBITaxon:224308
CollecTF	UniProtKB:E7FJA6	bphS	PMID:11459836		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:358220
CollecTF	UniProtKB:E7FJA6	bphS	PMID:11459836		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_018708.1		20170328		NCBITaxon:358220
MTBBASE	UniProtKB:P9WPE5	groES	PMID:8954912		GO:0006355	regulation of DNA-templated transcription	IMP			20100605		NCBITaxon:83332
CollecTF	UniProtKB:Q8EFN3	fur	PMID:15576789		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:211586
CollecTF	UniProtKB:P9WP49	csoR	PMID:17143269		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:83332
CollecTF	UniProtKB:P9WP49	csoR	PMID:17143269		GO:0001217	DNA-binding transcription repressor activity	EXP			20170328		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGM9	mprA	PMID:16513743		GO:0045892	negative regulation of DNA-templated transcription	IDA			20100704		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGM9	mprA	PMID:15601704		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100620		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGM9	mprA	PMID:17601788		GO:0006355	regulation of DNA-templated transcription	IDA			20100713		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGM7	mtrA	PMID:16629667		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100707		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGJ9	embR	PMID:16585755		GO:0006355	regulation of DNA-templated transcription	IDA			20110828		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGI5	sigB	PMID:10580156		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100306		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGI5	sigB	PMID:17993538		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100519		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGI5	sigB	PMID:17993538		GO:0016987	sigma factor activity	IGI			20100519		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGI1	sigA	PMID:12900024		GO:0016987	sigma factor activity	IDA			20100616		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGH9	sigH	PMID:12123450		GO:0006355	regulation of DNA-templated transcription	IDA			20100615		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGH9	sigH	PMID:19376862		GO:0006355	regulation of DNA-templated transcription	IDA			20100624		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGH5	sigL	PMID:16552079		GO:0016987	sigma factor activity	IDA			20120701		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGH5	sigL	PMID:16199577		GO:0006355	regulation of DNA-templated transcription	IDA			20100410		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGH1	sigC	PMID:15049808		GO:0006355	regulation of DNA-templated transcription	IDA			20100415		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGG7	sigE	PMID:9139909		GO:0016987	sigma factor activity	IDA			20100509		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGE1	rsfB	PMID:12354223		GO:0043856	anti-sigma factor antagonist activity	IPI			20100316		NCBITaxon:83332
MTBBASE	UniProtKB:P9WGE1	rsfB	PMID:12354223		GO:0006355	regulation of DNA-templated transcription	IPI			20110828		NCBITaxon:83332
CACAO	UniProtKB:P28348	nirA	PMID:1922075		GO:0003700	DNA-binding transcription factor activity	IDA			20111022		NCBITaxon:227321
UniProt	UniProtKB:Q7AKG9	sigR	PMID:9755177		GO:0016987	sigma factor activity	IDA			20130606		NCBITaxon:100226
UniProt	UniProtKB:Q7AKG8	rsrA	PMID:10428967		GO:0016989	sigma factor antagonist activity	IDA			20130606		NCBITaxon:100226
CollecTF	UniProtKB:A5F1W7	ihfA	PMID:18456804		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_009457.1		20170328		NCBITaxon:345073
CollecTF	UniProtKB:P61611	lexA	PMID:24098496		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:267671
CollecTF	UniProtKB:P61609	lexA2	PMID:12670973		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:243231
